ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08457,00093,10,1,2,5,133.030769230769,1,1,0,3, , ,CHOCHOCA,4108,18,000,KILO,12,1,0,000, , , , ,13,000,5,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08457,00105,11,1,2,5,133.030769230769,1,1,1,2, , ,CHOCHOCA,4108,27,000,KILO,12,1,0,000, , , , ,20,000,7,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08457,00105,11,1,2,5,133.030769230769,1,1,1,3, , ,MAIZ MOTE (PELADO),4122,10,000,KILO,12,1,0,000, , , , ,10,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08457,00107,12,1,2,5,133.030769230769,1,1,1,2, , ,MAIZ MOTE (PELADO),4122,23,000,KILO,12,1,0,000, , , , ,13,000,10,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08457,00107,12,1,2,5,133.030769230769,1,1,1,3, , ,CHOCHOCA,4108,11,000,KILO,12,1,0,000, , , , ,7,000,4,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08457,00117,13,1,2,5,133.030769230769,1,1,1,2, , ,MAIZ MOTE (PELADO),4122,13,000,KILO,12,1,0,000, , , , ,8,000,5,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00013,1,1,2,5,123.528571428571,1,1,1,1, , ,CHOCHOCA,4108,15,000,KILO,12,1,0,000, , , , ,15,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00013,1,1,2,5,123.528571428571,1,1,1,3, , ,MAIZ MOTE (PELADO),4122,8,000,KILO,12,1,0,000, , , , ,8,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00016,2,1,2,5,123.528571428571,1,1,1,2, , ,CHOCHOCA,4108,8,000,KILO,12,1,0,000, , , , ,8,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00016,2,1,2,5,123.528571428571,1,1,1,3, , ,MAIZ MOTE (PELADO),4122,7,000,KILO,12,1,0,000, , , , ,7,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00030,3,1,2,5,123.528571428571,1,1,1,2, , ,CHOCHOCA,4108,5,000,KILO,12,1,0,000, , , , ,5,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00030,3,1,2,5,123.528571428571,1,1,1,3, , ,MAIZ MOTE (PELADO),4122,5,000,KILO,12,1,0,000, , , , ,5,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00030,3,1,2,5,123.528571428571,1,1,1,4, , ,HARINA DE TRIGO,4118,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00038,4,1,2,5,123.528571428571,1,1,1,2, , ,HARINA DE TRIGO,4118,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00038,4,1,2,5,123.528571428571,1,1,1,3, , ,TRIGO MOTE,4137,0,600,ARROBA,1,11.5,0,000, , , , ,0,600,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00039,5,1,2,5,123.528571428571,1,1,1,2, , ,MAIZ MOTE (PELADO),4122,16,000,KILO,12,1,0,000, , , , ,16,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00039,5,1,2,5,123.528571428571,1,1,1,4, , ,HARINA DE TRIGO,4118,6,000,ARROBA,1,11.5,0,000, , , , ,6,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00039,5,1,2,5,123.528571428571,1,1,1,5, , ,CHOCHOCA,4108,18,000,KILO,12,1,0,000, , , , ,10,000,8,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00039,5,1,2,5,123.528571428571,1,1,1,6, , ,TRIGO MOTE,4137,2,250,ARROBA,1,11.5,0,000, , , , ,2,250,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00049,6,1,2,5,123.528571428571,1,1,1,2, , ,HARINA DE TRIGO,4118,0,280,SACO,19,70,0,000, , , , ,0,280,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00049,6,1,2,5,123.528571428571,1,1,1,3, , ,TRIGO MOTE,4137,30,000,KILO,12,1,0,000, , , , ,20,000,10,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00057,7,1,2,5,123.528571428571,1,1,1,2, , ,HARINA DE TRIGO,4118,2,000,ARROBA,1,11.5,0,000, , , , ,0,000,2,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00057,7,1,2,5,123.528571428571,1,1,1,3, , ,CHOCHOCA,4108,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00057,7,1,2,5,123.528571428571,1,1,1,5, , ,TRIGO MOTE,4137,1,800,ARROBA,1,11.5,0,000, , , , ,1,800,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00065,8,1,2,5,123.528571428571,1,1,1,2, , ,HARINA DE TRIGO,4118,0,500,SACO,19,70,0,000, , , , ,0,500,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00065,8,1,2,5,123.528571428571,1,1,1,3, , ,TRIGO MOTE,4137,30,000,KILO,12,1,0,000, , , , ,30,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00065,8,1,2,5,123.528571428571,1,1,1,4, , ,TRIGO RESBALADO,4138,2,000,ARROBA,1,11.5,0,000, , , , ,2,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00065,8,1,2,5,123.528571428571,1,1,1,5, , ,HARINA DE CEBADA,4113,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00065,8,1,2,5,123.528571428571,1,1,1,6, , ,PAPA SECA,4130,18,000,KILO,12,1,0,000, , , , ,18,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00077,10,1,2,5,123.528571428571,1,1,1,2, , ,HARINA DE TRIGO,4118,0,500,SACO,19,70,0,000, , , , ,0,500,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00077,10,1,2,5,123.528571428571,1,1,1,3, , ,TRIGO MOTE,4137,0,450,SACO,19,70,0,000, , , , ,0,450,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00085,11,1,2,5,123.528571428571,1,1,1,3, , ,HARINA DE TRIGO,4118,1,000,ARROBA,1,11.5,0,000, , , , ,0,000,1,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00085,11,1,2,5,123.528571428571,1,1,1,4, , ,TRIGO MOTE,4137,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00085,11,1,2,5,123.528571428571,1,1,1,5, , ,CHOCHOCA,4108,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00085,11,1,2,5,123.528571428571,1,1,1,6, , ,MAIZ MOTE (PELADO),4122,0,450,ARROBA,1,11.5,0,000, , , , ,0,450,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00098,12,1,2,5,123.528571428571,1,1,1,2, , ,TRIGO MOTE,4137,3,500,ARROBA,1,11.5,0,000, , , , ,3,500,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00098,12,1,2,5,123.528571428571,1,1,1,3, , ,HARINA DE TRIGO,4118,3,400,ARROBA,1,11.5,0,000, , , , ,3,400,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00098,12,1,2,5,123.528571428571,1,1,1,4, , ,HARINA DE MAIZ,4115,1,000,ARROBA,1,11.5,0,000, , , , ,1,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00106,13,1,2,5,123.528571428571,1,1,1,2, , ,CHOCHOCA,4108,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00106,13,1,2,5,123.528571428571,1,1,1,3, , ,TRIGO MOTE,4137,20,000,KILO,12,1,0,000, , , , ,20,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00106,13,1,2,5,123.528571428571,1,1,1,4, , ,MAIZ MOTE (PELADO),4122,0,500,ARROBA,1,11.5,0,000, , , , ,0,500,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00106,13,1,2,5,123.528571428571,1,1,1,6, , ,HARINA DE TRIGO,4118,18,000,KILO,12,1,0,000, , , , ,18,000,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00108,14,1,2,5,123.528571428571,1,1,1,2, , ,CHOCHOCA,4108,4,300,ARROBA,1,11.5,0,000, , , , ,4,300,0,000,00
2014,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08459,00108,14,1,2,5,123.528571428571,1,1,1,3, , ,MAIZ MOTE (PELADO),4122,30,000,KILO,12,1,0,000, , , , ,30,000,0,000,00
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00003,1,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,120,000,KILO,12,1,0,000, , , , ,64,000,56,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00003,1,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,120,000,KILO,12,1,0,000, , , , ,60,000,60,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00003,1,1,2,5,126.336038961039,1,1,1,3,TRIGO,2113,HARINA DE TRIGO,4118,120,000,KILO,12,1,0,000, , , , ,80,000,40,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00003,1,1,2,5,126.336038961039,1,1,1,4,TRIGO,2113,TRIGO MOTE,4137,60,000,KILO,12,1,0,000, , , , ,30,000,30,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00003,1,1,2,5,126.336038961039,1,1,1,5,TRIGO,2113,TRIGO RESBALADO,4138,60,000,KILO,12,1,0,000, , , , ,33,000,27,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00011,2,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,40,000,KILO,12,1,0,000, , , , ,40,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00011,2,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,40,000,KILO,12,1,0,000, , , , ,40,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00020,3,1,2,5,126.336038961039,1,1,0,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,46,000,KILO,12,1,0,000, , , , ,46,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00020,3,1,2,5,126.336038961039,1,1,0,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,46,000,KILO,12,1,0,000, , , , ,46,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00034,5,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,299,000,KILO,12,1,0,000, , , , ,299,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00034,5,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,299,000,KILO,12,1,0,000, , , , ,299,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00034,5,1,2,5,126.336038961039,1,1,1,3,PAPA BLANCA,2612,TOCOSH,4136,50,000,KILO,12,1,0,000, , , , ,50,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00034,5,1,2,5,126.336038961039,1,1,1,4,TRIGO,2113,HARINA DE TRIGO,4118,299,000,KILO,12,1,0,000, , , , ,186,000,113,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00034,5,1,2,5,126.336038961039,1,1,1,5,TRIGO,2113,TRIGO MOTE,4137,150,000,KILO,12,1,0,000, , , , ,95,000,55,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00034,5,1,2,5,126.336038961039,1,1,1,6,TRIGO,2113,TRIGO RESBALADO,4138,150,000,KILO,12,1,0,000, , , , ,96,000,54,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00043,6,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,36,000,KILO,12,1,0,000, , , , ,36,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00043,6,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,36,000,KILO,12,1,0,000, , , , ,36,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00048,8,1,2,5,126.336038961039,1,1,1,1,TRIGO,2113,HARINA DE TRIGO,4118,60,000,KILO,12,1,0,000, , , , ,60,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00048,8,1,2,5,126.336038961039,1,1,1,2,TRIGO,2113,TRIGO MOTE,4137,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00048,8,1,2,5,126.336038961039,1,1,1,3,TRIGO,2113,TRIGO RESBALADO,4138,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,JORA,4121,246,000,KILO,12,1,0,000, , , , ,246,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,2,PAPA BLANCA,2612,CHUÑO,4109,49,000,KILO,12,1,0,000, , , , ,49,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,3,PAPA BLANCA,2612,TOCOSH,4136,41,000,KILO,12,1,0,000, , , , ,41,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,4,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,246,000,KILO,12,1,0,000, , , , ,246,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,5,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,246,000,KILO,12,1,0,000, , , , ,246,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,6,TRIGO,2113,HARINA DE TRIGO,4118,246,000,KILO,12,1,0,000, , , , ,170,000,76,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,7,TRIGO,2113,TRIGO MOTE,4137,123,000,KILO,12,1,0,000, , , , ,83,000,40,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00058,9,1,2,5,126.336038961039,1,1,1,8,TRIGO,2113,TRIGO RESBALADO,4138,123,000,KILO,12,1,0,000, , , , ,90,000,33,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,1,CEBADA GRANO,2104,HARINA DE CEBADA,4113,460,000,KILO,12,1,0,000, , , , ,460,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,2,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142,460,000,KILO,12,1,0,000, , , , ,460,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,3,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,460,000,KILO,12,1,0,000, , , , ,460,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,4,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,460,000,KILO,12,1,0,000, , , , ,460,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,5,TRIGO,2113,HARINA DE TRIGO,4118,460,000,KILO,12,1,0,000, , , , ,460,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,6,TRIGO,2113,TRIGO MOTE,4137,230,000,KILO,12,1,0,000, , , , ,230,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00066,10,1,2,5,126.336038961039,1,1,1,7,TRIGO,2113,TRIGO RESBALADO,4138,230,000,KILO,12,1,0,000, , , , ,230,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00072,11,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,61,000,KILO,12,1,0,000, , , , ,40,000,21,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00072,11,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,CHOCHOCA,4108,61,000,KILO,12,1,0,000, , , , ,40,000,21,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00084,13,1,2,5,126.336038961039,1,1,1,1,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142,97,000,KILO,12,1,0,000, , , , ,97,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00084,13,1,2,5,126.336038961039,1,1,1,2,CEBADA GRANO,2104,HARINA DE CEBADA,4113,97,000,KILO,12,1,0,000, , , , ,97,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00084,13,1,2,5,126.336038961039,1,1,1,3,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,97,000,KILO,12,1,0,000, , , , ,97,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00084,13,1,2,5,126.336038961039,1,1,1,4,TRIGO,2113,HARINA DE TRIGO,4118,97,000,KILO,12,1,0,000, , , , ,97,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00084,13,1,2,5,126.336038961039,1,1,1,5,TRIGO,2113,TRIGO MOTE,4137,49,000,KILO,12,1,0,000, , , , ,49,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00084,13,1,2,5,126.336038961039,1,1,1,6,TRIGO,2113,TRIGO RESBALADO,4138,49,000,KILO,12,1,0,000, , , , ,49,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00092,14,1,2,5,126.336038961039,1,1,1,1,PAPA BLANCA,2612,TOCOSH,4136,64,000,KILO,12,1,0,000, , , , ,64,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00092,14,1,2,5,126.336038961039,1,1,1,2,CENTENO GRANO,2105,HARINA DE CENTENO,8888,384,000,KILO,12,1,0,000, , , , ,384,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00092,14,1,2,5,126.336038961039,1,1,1,3,CEBADA GRANO,2104,HARINA DE CEBADA,4113,384,000,KILO,12,1,0,000, , , , ,384,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08468,00092,14,1,2,5,126.336038961039,1,1,1,4,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142,384,000,KILO,12,1,0,000, , , , ,384,000,0,000, 
2022,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08470,00091,13,1,2, , ,1,1,1,1,TRIGO,2113,HARINA DE TRIGO,4118,72,000,KILOGRAMO,12,1,0,000, , , , ,72,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00008,1,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,84,000,KILO,12,1,0,000, , , , ,52,000,32,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00008,1,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,84,000,KILO,12,1,0,000, , , , ,51,000,33,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00008,1,1,2,5,126.336038961039,1,1,1,3,MAIZ AMILACEO,2108,CHOCHOCA,4108,84,000,KILO,12,1,0,000, , , , ,50,000,34,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00017,2,1,2,5,126.336038961039,1,1,1,1,CEBADA GRANO,2104,HARINA DE CEBADA,4113,252,000,KILO,12,1,0,000, , , , ,136,000,116,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00017,2,1,2,5,126.336038961039,1,1,1,2,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142,252,000,KILO,12,1,0,000, , , , ,133,000,119,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00017,2,1,2,5,126.336038961039,1,1,1,3,PAPA BLANCA,2612,PAPA SECA,4130,50,000,KILO,12,1,0,000, , , , ,33,000,17,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00017,2,1,2,5,126.336038961039,1,1,1,4,PAPA BLANCA,2612,TOCOSH,4136,42,000,KILO,12,1,0,000, , , , ,42,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00029,4,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,3,000,KILO,12,1,0,000, , , , ,3,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00029,4,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,CHOCHOCA,4108,3,000,KILO,12,1,0,000, , , , ,3,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00059,7,1,2,5,126.336038961039,1,1,0,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,96,000,KILO,12,1,0,000, , , , ,65,000,31,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00059,7,1,2,5,126.336038961039,1,1,0,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,96,000,KILO,12,1,0,000, , , , ,64,000,32,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00059,7,1,2,5,126.336038961039,1,1,0,3,MAIZ AMILACEO,2108,CHOCHOCA,4108,96,000,KILO,12,1,0,000, , , , ,66,000,30,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00063,8,1,2,5,126.336038961039,1,1,0,1,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,60,000,KILO,12,1,0,000, , , , ,60,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00067,9,1,2,5,126.336038961039,1,1,0,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,24,000,KILO,12,1,0,000, , , , ,24,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00067,9,1,2,5,126.336038961039,1,1,0,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,24,000,KILO,12,1,0,000, , , , ,24,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00078,10,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,24,000,KILO,12,1,0,000, , , , ,13,000,11,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00078,10,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,CHOCHOCA,4108,24,000,KILO,12,1,0,000, , , , ,12,000,12,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00099,12,1,2,5,126.336038961039,1,1,0,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00099,12,1,2,5,126.336038961039,1,1,0,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,30,000,KILO,12,1,0,000, , , , ,30,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00102,13,1,2,5,126.336038961039,1,1,1,1,PAPA BLANCA,2612,TOCOSH,4136,0,300,KILO,12,1,0,000, , , , ,0,300,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00123,14,1,2,5,126.336038961039,1,1,1,1,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115,240,000,KILO,12,1,0,000, , , , ,240,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00123,14,1,2,5,126.336038961039,1,1,1,2,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122,240,000,KILO,12,1,0,000, , , , ,240,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00123,14,1,2,5,126.336038961039,1,1,1,3,TRIGO,2113,HARINA DE TRIGO,4118,240,000,KILO,12,1,0,000, , , , ,240,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00123,14,1,2,5,126.336038961039,1,1,1,4,TRIGO,2113,TRIGO MOTE,4137,120,000,KILO,12,1,0,000, , , , ,120,000,0,000, 
2019,02,ANCASH,16,POMABAMBA,01,POMABAMBA,08475,00123,14,1,2,5,126.336038961039,1,1,1,5,TRIGO,2113,TRIGO RESBALADO,4138,120,000,KILO,12,1,0,000, , , , ,120,000,0,000, 
2014,02,ANCASH,16,POMABAMBA,02,HUAYLLAN,08484,00005,1,1,2,5,133.030769230769,1,1,1,1, , ,HARINA DE MAIZ,4115,36,000,KILO,12,1,0,000, , , , ,36,000,0,000,00
